File Path,Actual Species,Predicted Species,Confidence Score (%),Correct Prediction
/content/test/PURPLE FINCH/1.jpg,PURPLE FINCH,PURPLE FINCH,89.16,True
/content/test/PURPLE FINCH/2.jpg,PURPLE FINCH,PURPLE FINCH,87.79,True
/content/test/PURPLE FINCH/3.jpg,PURPLE FINCH,PURPLE FINCH,89.28,True
/content/test/PURPLE FINCH/4.jpg,PURPLE FINCH,PURPLE FINCH,72.82,True
/content/test/PURPLE FINCH/5.jpg,PURPLE FINCH,PURPLE FINCH,88.93,True
/content/test/PURPLE GALLINULE/1.jpg,PURPLE GALLINULE,PURPLE GALLINULE,96.09,True
/content/test/PURPLE GALLINULE/2.jpg,PURPLE GALLINULE,PURPLE GALLINULE,99.86,True
/content/test/PURPLE GALLINULE/3.jpg,PURPLE GALLINULE,PURPLE GALLINULE,90.87,True
/content/test/PURPLE GALLINULE/4.jpg,PURPLE GALLINULE,PURPLE GALLINULE,93.31,True
/content/test/PURPLE GALLINULE/5.jpg,PURPLE GALLINULE,PURPLE GALLINULE,98.71,True
/content/test/PURPLE MARTIN/1.jpg,PURPLE MARTIN,PURPLE MARTIN,31.78,True
/content/test/PURPLE MARTIN/2.jpg,PURPLE MARTIN,PURPLE MARTIN,58.37,True
/content/test/PURPLE MARTIN/3.jpg,PURPLE MARTIN,COMMON GRACKLE,34.57,False
/content/test/PURPLE MARTIN/4.jpg,PURPLE MARTIN,COMMON GRACKLE,40.78,False
/content/test/PURPLE MARTIN/5.jpg,PURPLE MARTIN,PURPLE MARTIN,92.59,True
/content/test/PURPLE SWAMPHEN/1.jpg,PURPLE SWAMPHEN,PURPLE SWAMPHEN,94.7,True
/content/test/PURPLE SWAMPHEN/2.jpg,PURPLE SWAMPHEN,PURPLE SWAMPHEN,98.85,True
/content/test/PURPLE SWAMPHEN/3.jpg,PURPLE SWAMPHEN,PURPLE SWAMPHEN,99.95,True
/content/test/PURPLE SWAMPHEN/4.jpg,PURPLE SWAMPHEN,PURPLE SWAMPHEN,99.97,True
/content/test/PURPLE SWAMPHEN/5.jpg,PURPLE SWAMPHEN,PURPLE SWAMPHEN,81.04,True
/content/test/PYGMY KINGFISHER/1.jpg,PYGMY KINGFISHER,PYGMY KINGFISHER,97.88,True
/content/test/PYGMY KINGFISHER/2.jpg,PYGMY KINGFISHER,PYGMY KINGFISHER,98.74,True
/content/test/PYGMY KINGFISHER/3.jpg,PYGMY KINGFISHER,PYGMY KINGFISHER,95.09,True
/content/test/PYGMY KINGFISHER/4.jpg,PYGMY KINGFISHER,PYGMY KINGFISHER,78.42,True
/content/test/PYGMY KINGFISHER/5.jpg,PYGMY KINGFISHER,PYGMY KINGFISHER,97.6,True
/content/test/PYRRHULOXIA/1.jpg,PYRRHULOXIA,PYRRHULOXIA,99.16,True
/content/test/PYRRHULOXIA/2.jpg,PYRRHULOXIA,PYRRHULOXIA,98.93,True
/content/test/PYRRHULOXIA/3.jpg,PYRRHULOXIA,PYRRHULOXIA,99.63,True
/content/test/PYRRHULOXIA/4.jpg,PYRRHULOXIA,TIT MOUSE,66.14,False
/content/test/PYRRHULOXIA/5.jpg,PYRRHULOXIA,PYRRHULOXIA,99.74,True
/content/test/QUETZAL/1.jpg,QUETZAL,QUETZAL,72.22,True
/content/test/QUETZAL/2.jpg,QUETZAL,QUETZAL,99.97,True
/content/test/QUETZAL/3.jpg,QUETZAL,QUETZAL,94.2,True
/content/test/QUETZAL/4.jpg,QUETZAL,QUETZAL,100.0,True
/content/test/QUETZAL/5.jpg,QUETZAL,QUETZAL,90.53,True
/content/test/RAINBOW LORIKEET/1.jpg,RAINBOW LORIKEET,RAINBOW LORIKEET,99.65,True
/content/test/RAINBOW LORIKEET/2.jpg,RAINBOW LORIKEET,RAINBOW LORIKEET,99.56,True
/content/test/RAINBOW LORIKEET/3.jpg,RAINBOW LORIKEET,RAINBOW LORIKEET,99.26,True
/content/test/RAINBOW LORIKEET/4.jpg,RAINBOW LORIKEET,RAINBOW LORIKEET,96.93,True
/content/test/RAINBOW LORIKEET/5.jpg,RAINBOW LORIKEET,RAINBOW LORIKEET,97.74,True
/content/test/RAZORBILL/1.jpg,RAZORBILL,RAZORBILL,98.8,True
/content/test/RAZORBILL/2.jpg,RAZORBILL,RAZORBILL,80.53,True
/content/test/RAZORBILL/3.jpg,RAZORBILL,RAZORBILL,99.9,True
/content/test/RAZORBILL/4.jpg,RAZORBILL,RAZORBILL,99.94,True
/content/test/RAZORBILL/5.jpg,RAZORBILL,FIORDLAND PENGUIN,63.59,False
/content/test/RED BEARDED BEE EATER/1.jpg,RED BEARDED BEE EATER,RED BEARDED BEE EATER,99.99,True
/content/test/RED BEARDED BEE EATER/2.jpg,RED BEARDED BEE EATER,RED BEARDED BEE EATER,97.98,True
/content/test/RED BEARDED BEE EATER/3.jpg,RED BEARDED BEE EATER,RED BEARDED BEE EATER,99.82,True
/content/test/RED BEARDED BEE EATER/4.jpg,RED BEARDED BEE EATER,RED BEARDED BEE EATER,99.93,True
/content/test/RED BEARDED BEE EATER/5.jpg,RED BEARDED BEE EATER,RED BEARDED BEE EATER,98.17,True
/content/test/RED BELLIED PITTA/1.jpg,RED BELLIED PITTA,RED BELLIED PITTA,99.89,True
/content/test/RED BELLIED PITTA/2.jpg,RED BELLIED PITTA,RED BELLIED PITTA,62.86,True
/content/test/RED BELLIED PITTA/3.jpg,RED BELLIED PITTA,RED BELLIED PITTA,99.56,True
/content/test/RED BELLIED PITTA/4.jpg,RED BELLIED PITTA,RED BELLIED PITTA,96.54,True
/content/test/RED BELLIED PITTA/5.jpg,RED BELLIED PITTA,RED BELLIED PITTA,99.92,True
/content/test/RED BILLED TROPICBIRD/1.jpg,RED BILLED TROPICBIRD,RED BILLED TROPICBIRD,95.11,True
/content/test/RED BILLED TROPICBIRD/2.jpg,RED BILLED TROPICBIRD,RED BILLED TROPICBIRD,38.93,True
/content/test/RED BILLED TROPICBIRD/3.jpg,RED BILLED TROPICBIRD,RED BILLED TROPICBIRD,96.74,True
/content/test/RED BILLED TROPICBIRD/4.jpg,RED BILLED TROPICBIRD,RED BILLED TROPICBIRD,74.55,True
/content/test/RED BILLED TROPICBIRD/5.jpg,RED BILLED TROPICBIRD,RED BILLED TROPICBIRD,99.39,True
/content/test/RED BROWED FINCH/1.jpg,RED BROWED FINCH,RED BROWED FINCH,72.11,True
/content/test/RED BROWED FINCH/2.jpg,RED BROWED FINCH,RED BROWED FINCH,99.11,True
/content/test/RED BROWED FINCH/3.jpg,RED BROWED FINCH,RED BROWED FINCH,99.9,True
/content/test/RED BROWED FINCH/4.jpg,RED BROWED FINCH,RED BROWED FINCH,98.32,True
/content/test/RED BROWED FINCH/5.jpg,RED BROWED FINCH,RED BROWED FINCH,88.88,True
/content/test/RED CROSSBILL/1.jpg,RED CROSSBILL,RED CROSSBILL,99.56,True
/content/test/RED CROSSBILL/2.jpg,RED CROSSBILL,AUSTRALASIAN FIGBIRD,44.31,False
/content/test/RED CROSSBILL/3.jpg,RED CROSSBILL,RED CROSSBILL,99.13,True
/content/test/RED CROSSBILL/4.jpg,RED CROSSBILL,RED CROSSBILL,67.75,True
/content/test/RED CROSSBILL/5.jpg,RED CROSSBILL,RED CROSSBILL,31.94,True
/content/test/RED FACED CORMORANT/1.jpg,RED FACED CORMORANT,ASIAN OPENBILL STORK,39.63,False
/content/test/RED FACED CORMORANT/2.jpg,RED FACED CORMORANT,RED FACED CORMORANT,96.67,True
/content/test/RED FACED CORMORANT/3.jpg,RED FACED CORMORANT,RED FACED CORMORANT,91.52,True
/content/test/RED FACED CORMORANT/4.jpg,RED FACED CORMORANT,RED FACED CORMORANT,99.96,True
/content/test/RED FACED CORMORANT/5.jpg,RED FACED CORMORANT,RED FACED CORMORANT,75.45,True
/content/test/RED FACED WARBLER/1.jpg,RED FACED WARBLER,RED FACED WARBLER,99.58,True
/content/test/RED FACED WARBLER/2.jpg,RED FACED WARBLER,RED FACED WARBLER,94.76,True
/content/test/RED FACED WARBLER/3.jpg,RED FACED WARBLER,RED FACED WARBLER,97.65,True
/content/test/RED FACED WARBLER/4.jpg,RED FACED WARBLER,RED FACED WARBLER,90.65,True
/content/test/RED FACED WARBLER/5.jpg,RED FACED WARBLER,BAY-BREASTED WARBLER,31.95,False
/content/test/RED FODY/1.jpg,RED FODY,RED FODY,57.42,True
/content/test/RED FODY/2.jpg,RED FODY,RED FODY,99.75,True
/content/test/RED FODY/3.jpg,RED FODY,RED FODY,76.87,True
/content/test/RED FODY/4.jpg,RED FODY,RED FODY,96.53,True
/content/test/RED FODY/5.jpg,RED FODY,RED FODY,91.05,True
/content/test/RED HEADED DUCK/1.jpg,RED HEADED DUCK,RED HEADED DUCK,99.77,True
/content/test/RED HEADED DUCK/2.jpg,RED HEADED DUCK,RED HEADED DUCK,95.46,True
/content/test/RED HEADED DUCK/3.jpg,RED HEADED DUCK,RED HEADED DUCK,99.8,True
/content/test/RED HEADED DUCK/4.jpg,RED HEADED DUCK,RED HEADED DUCK,98.47,True
/content/test/RED HEADED DUCK/5.jpg,RED HEADED DUCK,RED HEADED DUCK,99.82,True
/content/test/RED HEADED WOODPECKER/1.jpg,RED HEADED WOODPECKER,RED HEADED WOODPECKER,99.99,True
/content/test/RED HEADED WOODPECKER/2.jpg,RED HEADED WOODPECKER,RED HEADED WOODPECKER,99.96,True
/content/test/RED HEADED WOODPECKER/3.jpg,RED HEADED WOODPECKER,RED HEADED WOODPECKER,99.97,True
/content/test/RED HEADED WOODPECKER/4.jpg,RED HEADED WOODPECKER,RED HEADED WOODPECKER,99.49,True
/content/test/RED HEADED WOODPECKER/5.jpg,RED HEADED WOODPECKER,RED HEADED WOODPECKER,95.78,True
/content/test/RED KNOT/1.jpg,RED KNOT,RED KNOT,97.89,True
/content/test/RED KNOT/2.jpg,RED KNOT,SHORT BILLED DOWITCHER,63.89,False
/content/test/RED KNOT/3.jpg,RED KNOT,RED KNOT,51.37,True
/content/test/RED KNOT/4.jpg,RED KNOT,RED KNOT,92.38,True
/content/test/RED KNOT/5.jpg,RED KNOT,RED KNOT,76.52,True
/content/test/RED LEGGED HONEYCREEPER/1.jpg,RED LEGGED HONEYCREEPER,PHAINOPEPLA,46.72,False
/content/test/RED LEGGED HONEYCREEPER/2.jpg,RED LEGGED HONEYCREEPER,RED LEGGED HONEYCREEPER,99.77,True
/content/test/RED LEGGED HONEYCREEPER/3.jpg,RED LEGGED HONEYCREEPER,RED LEGGED HONEYCREEPER,91.8,True
/content/test/RED LEGGED HONEYCREEPER/4.jpg,RED LEGGED HONEYCREEPER,RED LEGGED HONEYCREEPER,99.85,True
/content/test/RED LEGGED HONEYCREEPER/5.jpg,RED LEGGED HONEYCREEPER,RED LEGGED HONEYCREEPER,98.47,True
/content/test/RED NAPED TROGON/1.jpg,RED NAPED TROGON,RED NAPED TROGON,97.67,True
/content/test/RED NAPED TROGON/2.jpg,RED NAPED TROGON,RED NAPED TROGON,85.12,True
/content/test/RED NAPED TROGON/3.jpg,RED NAPED TROGON,RED NAPED TROGON,99.95,True
/content/test/RED NAPED TROGON/4.jpg,RED NAPED TROGON,RED NAPED TROGON,95.52,True
/content/test/RED NAPED TROGON/5.jpg,RED NAPED TROGON,RED NAPED TROGON,99.55,True
/content/test/RED SHOULDERED HAWK/1.jpg,RED SHOULDERED HAWK,RED TAILED HAWK,55.69,False
/content/test/RED SHOULDERED HAWK/2.jpg,RED SHOULDERED HAWK,RED SHOULDERED HAWK,88.86,True
/content/test/RED SHOULDERED HAWK/3.jpg,RED SHOULDERED HAWK,RED SHOULDERED HAWK,56.17,True
/content/test/RED SHOULDERED HAWK/4.jpg,RED SHOULDERED HAWK,RED SHOULDERED HAWK,87.22,True
/content/test/RED SHOULDERED HAWK/5.jpg,RED SHOULDERED HAWK,RED SHOULDERED HAWK,82.75,True
/content/test/RED TAILED HAWK/1.jpg,RED TAILED HAWK,MERLIN,96.17,False
/content/test/RED TAILED HAWK/2.jpg,RED TAILED HAWK,RED TAILED HAWK,87.07,True
/content/test/RED TAILED HAWK/3.jpg,RED TAILED HAWK,RED TAILED HAWK,74.32,True
/content/test/RED TAILED HAWK/4.jpg,RED TAILED HAWK,RED TAILED HAWK,67.74,True
/content/test/RED TAILED HAWK/5.jpg,RED TAILED HAWK,RED TAILED HAWK,47.74,True
/content/test/RED TAILED THRUSH/1.jpg,RED TAILED THRUSH,IVORY BILLED ARACARI,42.15,False
/content/test/RED TAILED THRUSH/2.jpg,RED TAILED THRUSH,RED TAILED THRUSH,99.98,True
/content/test/RED TAILED THRUSH/3.jpg,RED TAILED THRUSH,RED TAILED THRUSH,99.17,True
/content/test/RED TAILED THRUSH/4.jpg,RED TAILED THRUSH,RED TAILED THRUSH,99.4,True
/content/test/RED TAILED THRUSH/5.jpg,RED TAILED THRUSH,RED TAILED THRUSH,100.0,True
/content/test/RED WINGED BLACKBIRD/1.jpg,RED WINGED BLACKBIRD,RED WINGED BLACKBIRD,48.86,True
/content/test/RED WINGED BLACKBIRD/2.jpg,RED WINGED BLACKBIRD,TRICOLORED BLACKBIRD,93.08,False
/content/test/RED WINGED BLACKBIRD/3.jpg,RED WINGED BLACKBIRD,COMMON STARLING,33.82,False
/content/test/RED WINGED BLACKBIRD/4.jpg,RED WINGED BLACKBIRD,FAN TAILED WIDOW,62.42,False
/content/test/RED WINGED BLACKBIRD/5.jpg,RED WINGED BLACKBIRD,COMMON STARLING,46.64,False
/content/test/RED WISKERED BULBUL/1.jpg,RED WISKERED BULBUL,RED WISKERED BULBUL,99.94,True
/content/test/RED WISKERED BULBUL/2.jpg,RED WISKERED BULBUL,RED WISKERED BULBUL,100.0,True
/content/test/RED WISKERED BULBUL/3.jpg,RED WISKERED BULBUL,RED WISKERED BULBUL,99.92,True
/content/test/RED WISKERED BULBUL/4.jpg,RED WISKERED BULBUL,RED WISKERED BULBUL,99.82,True
/content/test/RED WISKERED BULBUL/5.jpg,RED WISKERED BULBUL,RED WISKERED BULBUL,100.0,True
/content/test/REGENT BOWERBIRD/1.jpg,REGENT BOWERBIRD,REGENT BOWERBIRD,99.18,True
/content/test/REGENT BOWERBIRD/2.jpg,REGENT BOWERBIRD,REGENT BOWERBIRD,98.41,True
/content/test/REGENT BOWERBIRD/3.jpg,REGENT BOWERBIRD,YELLOW CACIQUE,61.16,False
/content/test/REGENT BOWERBIRD/4.jpg,REGENT BOWERBIRD,REGENT BOWERBIRD,99.43,True
/content/test/REGENT BOWERBIRD/5.jpg,REGENT BOWERBIRD,REGENT BOWERBIRD,95.36,True
/content/test/RING-NECKED PHEASANT/1.jpg,RING-NECKED PHEASANT,RING-NECKED PHEASANT,99.88,True
/content/test/RING-NECKED PHEASANT/2.jpg,RING-NECKED PHEASANT,RING-NECKED PHEASANT,71.54,True
/content/test/RING-NECKED PHEASANT/3.jpg,RING-NECKED PHEASANT,RING-NECKED PHEASANT,99.09,True
/content/test/RING-NECKED PHEASANT/4.jpg,RING-NECKED PHEASANT,RING-NECKED PHEASANT,99.5,True
/content/test/RING-NECKED PHEASANT/5.jpg,RING-NECKED PHEASANT,RING-NECKED PHEASANT,83.43,True
/content/test/ROADRUNNER/1.jpg,ROADRUNNER,ROADRUNNER,79.37,True
/content/test/ROADRUNNER/2.jpg,ROADRUNNER,ROADRUNNER,99.81,True
/content/test/ROADRUNNER/3.jpg,ROADRUNNER,ROADRUNNER,100.0,True
/content/test/ROADRUNNER/4.jpg,ROADRUNNER,ROADRUNNER,99.96,True
/content/test/ROADRUNNER/5.jpg,ROADRUNNER,ROADRUNNER,99.56,True
/content/test/ROCK DOVE/1.jpg,ROCK DOVE,ROCK DOVE,99.34,True
/content/test/ROCK DOVE/2.jpg,ROCK DOVE,ROCK DOVE,94.28,True
/content/test/ROCK DOVE/3.jpg,ROCK DOVE,ROCK DOVE,99.97,True
/content/test/ROCK DOVE/4.jpg,ROCK DOVE,ROCK DOVE,61.67,True
/content/test/ROCK DOVE/5.jpg,ROCK DOVE,ROCK DOVE,91.37,True
/content/test/ROSE BREASTED COCKATOO/1.jpg,ROSE BREASTED COCKATOO,SCARLET CROWNED FRUIT DOVE,54.03,False
/content/test/ROSE BREASTED COCKATOO/2.jpg,ROSE BREASTED COCKATOO,ROSE BREASTED COCKATOO,99.96,True
/content/test/ROSE BREASTED COCKATOO/3.jpg,ROSE BREASTED COCKATOO,ROSE BREASTED COCKATOO,99.99,True
/content/test/ROSE BREASTED COCKATOO/4.jpg,ROSE BREASTED COCKATOO,ROSE BREASTED COCKATOO,99.48,True
/content/test/ROSE BREASTED COCKATOO/5.jpg,ROSE BREASTED COCKATOO,ROSE BREASTED COCKATOO,95.98,True
/content/test/ROSE BREASTED GROSBEAK/1.jpg,ROSE BREASTED GROSBEAK,ROSE BREASTED GROSBEAK,98.76,True
/content/test/ROSE BREASTED GROSBEAK/2.jpg,ROSE BREASTED GROSBEAK,ROSE BREASTED GROSBEAK,90.87,True
/content/test/ROSE BREASTED GROSBEAK/3.jpg,ROSE BREASTED GROSBEAK,ROSE BREASTED GROSBEAK,46.38,True
/content/test/ROSE BREASTED GROSBEAK/4.jpg,ROSE BREASTED GROSBEAK,ROSE BREASTED GROSBEAK,89.16,True
/content/test/ROSE BREASTED GROSBEAK/5.jpg,ROSE BREASTED GROSBEAK,ROSE BREASTED GROSBEAK,89.04,True
/content/test/ROSEATE SPOONBILL/1.jpg,ROSEATE SPOONBILL,ROSEATE SPOONBILL,99.91,True
/content/test/ROSEATE SPOONBILL/2.jpg,ROSEATE SPOONBILL,ROSEATE SPOONBILL,99.27,True
/content/test/ROSEATE SPOONBILL/3.jpg,ROSEATE SPOONBILL,ROSEATE SPOONBILL,88.96,True
/content/test/ROSEATE SPOONBILL/4.jpg,ROSEATE SPOONBILL,ROSEATE SPOONBILL,99.43,True
/content/test/ROSEATE SPOONBILL/5.jpg,ROSEATE SPOONBILL,ROSEATE SPOONBILL,99.93,True
/content/test/ROSY FACED LOVEBIRD/1.jpg,ROSY FACED LOVEBIRD,ROSY FACED LOVEBIRD,99.99,True
/content/test/ROSY FACED LOVEBIRD/2.jpg,ROSY FACED LOVEBIRD,ROSY FACED LOVEBIRD,97.45,True
/content/test/ROSY FACED LOVEBIRD/3.jpg,ROSY FACED LOVEBIRD,ROSY FACED LOVEBIRD,99.03,True
/content/test/ROSY FACED LOVEBIRD/4.jpg,ROSY FACED LOVEBIRD,ROSY FACED LOVEBIRD,64.08,True
/content/test/ROSY FACED LOVEBIRD/5.jpg,ROSY FACED LOVEBIRD,ROSY FACED LOVEBIRD,93.63,True
/content/test/ROUGH LEG BUZZARD/1.jpg,ROUGH LEG BUZZARD,ROUGH LEG BUZZARD,58.64,True
/content/test/ROUGH LEG BUZZARD/2.jpg,ROUGH LEG BUZZARD,DARJEELING WOODPECKER,46.04,False
/content/test/ROUGH LEG BUZZARD/3.jpg,ROUGH LEG BUZZARD,ROUGH LEG BUZZARD,53.3,True
/content/test/ROUGH LEG BUZZARD/4.jpg,ROUGH LEG BUZZARD,MERLIN,46.05,False
/content/test/ROUGH LEG BUZZARD/5.jpg,ROUGH LEG BUZZARD,RED TAILED HAWK,68.98,False
/content/test/ROYAL FLYCATCHER/1.jpg,ROYAL FLYCATCHER,ROYAL FLYCATCHER,77.27,True
/content/test/ROYAL FLYCATCHER/2.jpg,ROYAL FLYCATCHER,ROYAL FLYCATCHER,100.0,True
/content/test/ROYAL FLYCATCHER/3.jpg,ROYAL FLYCATCHER,ROYAL FLYCATCHER,99.94,True
/content/test/ROYAL FLYCATCHER/4.jpg,ROYAL FLYCATCHER,ROYAL FLYCATCHER,97.92,True
/content/test/ROYAL FLYCATCHER/5.jpg,ROYAL FLYCATCHER,ROYAL FLYCATCHER,99.69,True
/content/test/RUBY CROWNED KINGLET/1.jpg,RUBY CROWNED KINGLET,RUBY CROWNED KINGLET,76.73,True
/content/test/RUBY CROWNED KINGLET/2.jpg,RUBY CROWNED KINGLET,GREAT TINAMOU,94.4,False
/content/test/RUBY CROWNED KINGLET/3.jpg,RUBY CROWNED KINGLET,GOLD WING WARBLER,45.83,False
/content/test/RUBY CROWNED KINGLET/4.jpg,RUBY CROWNED KINGLET,AUSTRALASIAN FIGBIRD,40.42,False
/content/test/RUBY CROWNED KINGLET/5.jpg,RUBY CROWNED KINGLET,RUBY CROWNED KINGLET,76.08,True
/content/test/RUBY THROATED HUMMINGBIRD/1.jpg,RUBY THROATED HUMMINGBIRD,RUBY THROATED HUMMINGBIRD,99.38,True
/content/test/RUBY THROATED HUMMINGBIRD/2.jpg,RUBY THROATED HUMMINGBIRD,RUBY THROATED HUMMINGBIRD,99.34,True
/content/test/RUBY THROATED HUMMINGBIRD/3.jpg,RUBY THROATED HUMMINGBIRD,RUBY THROATED HUMMINGBIRD,84.13,True
/content/test/RUBY THROATED HUMMINGBIRD/4.jpg,RUBY THROATED HUMMINGBIRD,RUBY THROATED HUMMINGBIRD,97.12,True
/content/test/RUBY THROATED HUMMINGBIRD/5.jpg,RUBY THROATED HUMMINGBIRD,RUBY THROATED HUMMINGBIRD,87.63,True
/content/test/RUDDY SHELDUCK/1.jpg,RUDDY SHELDUCK,RUDDY SHELDUCK,87.28,True
/content/test/RUDDY SHELDUCK/2.jpg,RUDDY SHELDUCK,RUDDY SHELDUCK,54.81,True
/content/test/RUDDY SHELDUCK/3.jpg,RUDDY SHELDUCK,RUDDY SHELDUCK,56.78,True
/content/test/RUDDY SHELDUCK/4.jpg,RUDDY SHELDUCK,RUDDY SHELDUCK,99.16,True
/content/test/RUDDY SHELDUCK/5.jpg,RUDDY SHELDUCK,ELLIOTS  PHEASANT,29.7,False
/content/test/RUDY KINGFISHER/1.jpg,RUDY KINGFISHER,RUDY KINGFISHER,99.15,True
/content/test/RUDY KINGFISHER/2.jpg,RUDY KINGFISHER,RUDY KINGFISHER,99.72,True
/content/test/RUDY KINGFISHER/3.jpg,RUDY KINGFISHER,RUDY KINGFISHER,83.63,True
/content/test/RUDY KINGFISHER/4.jpg,RUDY KINGFISHER,RUDY KINGFISHER,91.05,True
/content/test/RUDY KINGFISHER/5.jpg,RUDY KINGFISHER,RUDY KINGFISHER,99.88,True
/content/test/RUFOUS KINGFISHER/1.jpg,RUFOUS KINGFISHER,RUFOUS KINGFISHER,99.67,True
/content/test/RUFOUS KINGFISHER/2.jpg,RUFOUS KINGFISHER,RUFOUS KINGFISHER,96.99,True
/content/test/RUFOUS KINGFISHER/3.jpg,RUFOUS KINGFISHER,RUFOUS KINGFISHER,84.42,True
/content/test/RUFOUS KINGFISHER/4.jpg,RUFOUS KINGFISHER,RUFOUS KINGFISHER,92.31,True
/content/test/RUFOUS KINGFISHER/5.jpg,RUFOUS KINGFISHER,RUFOUS KINGFISHER,99.15,True
/content/test/RUFOUS TREPE/1.jpg,RUFOUS TREPE,RUFOUS TREPE,96.92,True
/content/test/RUFOUS TREPE/2.jpg,RUFOUS TREPE,RUFOUS TREPE,98.59,True
/content/test/RUFOUS TREPE/3.jpg,RUFOUS TREPE,RUFOUS TREPE,96.97,True
/content/test/RUFOUS TREPE/4.jpg,RUFOUS TREPE,RUFOUS TREPE,75.77,True
/content/test/RUFOUS TREPE/5.jpg,RUFOUS TREPE,RUFOUS TREPE,97.66,True
/content/test/RUFUOS MOTMOT/1.jpg,RUFUOS MOTMOT,RUFUOS MOTMOT,99.6,True
/content/test/RUFUOS MOTMOT/2.jpg,RUFUOS MOTMOT,RUFUOS MOTMOT,99.33,True
/content/test/RUFUOS MOTMOT/3.jpg,RUFUOS MOTMOT,RUFUOS MOTMOT,68.57,True
/content/test/RUFUOS MOTMOT/4.jpg,RUFUOS MOTMOT,RUFUOS MOTMOT,99.6,True
/content/test/RUFUOS MOTMOT/5.jpg,RUFUOS MOTMOT,RUFUOS MOTMOT,98.47,True
/content/test/SAMATRAN THRUSH/1.jpg,SAMATRAN THRUSH,SAMATRAN THRUSH,78.18,True
/content/test/SAMATRAN THRUSH/2.jpg,SAMATRAN THRUSH,SAMATRAN THRUSH,99.87,True
/content/test/SAMATRAN THRUSH/3.jpg,SAMATRAN THRUSH,CHARA DE COLLAR,34.28,False
/content/test/SAMATRAN THRUSH/4.jpg,SAMATRAN THRUSH,SAMATRAN THRUSH,99.12,True
/content/test/SAMATRAN THRUSH/5.jpg,SAMATRAN THRUSH,SAMATRAN THRUSH,84.36,True
/content/test/SAND MARTIN/1.jpg,SAND MARTIN,SAND MARTIN,93.41,True
/content/test/SAND MARTIN/2.jpg,SAND MARTIN,TREE SWALLOW,78.22,False
/content/test/SAND MARTIN/3.jpg,SAND MARTIN,SAND MARTIN,92.53,True
/content/test/SAND MARTIN/4.jpg,SAND MARTIN,SAND MARTIN,95.84,True
/content/test/SAND MARTIN/5.jpg,SAND MARTIN,SAND MARTIN,99.54,True
/content/test/SANDHILL CRANE/1.jpg,SANDHILL CRANE,SANDHILL CRANE,99.62,True
/content/test/SANDHILL CRANE/2.jpg,SANDHILL CRANE,SANDHILL CRANE,99.47,True
/content/test/SANDHILL CRANE/3.jpg,SANDHILL CRANE,ASIAN OPENBILL STORK,58.06,False
/content/test/SANDHILL CRANE/4.jpg,SANDHILL CRANE,ASIAN OPENBILL STORK,96.16,False
/content/test/SANDHILL CRANE/5.jpg,SANDHILL CRANE,DALMATIAN PELICAN,59.65,False
/content/test/SATYR TRAGOPAN/1.jpg,SATYR TRAGOPAN,SATYR TRAGOPAN,99.5,True
/content/test/SATYR TRAGOPAN/2.jpg,SATYR TRAGOPAN,SATYR TRAGOPAN,99.84,True
/content/test/SATYR TRAGOPAN/3.jpg,SATYR TRAGOPAN,SATYR TRAGOPAN,99.11,True
/content/test/SATYR TRAGOPAN/4.jpg,SATYR TRAGOPAN,SATYR TRAGOPAN,96.07,True
/content/test/SATYR TRAGOPAN/5.jpg,SATYR TRAGOPAN,SATYR TRAGOPAN,99.17,True
/content/test/SAYS PHOEBE/1.jpg,SAYS PHOEBE,SAYS PHOEBE,71.1,True
/content/test/SAYS PHOEBE/2.jpg,SAYS PHOEBE,PATAGONIAN SIERRA FINCH,66.74,False
/content/test/SAYS PHOEBE/3.jpg,SAYS PHOEBE,WRENTIT,20.56,False
/content/test/SAYS PHOEBE/4.jpg,SAYS PHOEBE,SAYS PHOEBE,56.15,True
/content/test/SAYS PHOEBE/5.jpg,SAYS PHOEBE,SAYS PHOEBE,76.0,True
/content/test/SCARLET CROWNED FRUIT DOVE/1.jpg,SCARLET CROWNED FRUIT DOVE,SCARLET CROWNED FRUIT DOVE,99.97,True
/content/test/SCARLET CROWNED FRUIT DOVE/2.jpg,SCARLET CROWNED FRUIT DOVE,SCARLET CROWNED FRUIT DOVE,99.99,True
/content/test/SCARLET CROWNED FRUIT DOVE/3.jpg,SCARLET CROWNED FRUIT DOVE,SCARLET CROWNED FRUIT DOVE,94.67,True
/content/test/SCARLET CROWNED FRUIT DOVE/4.jpg,SCARLET CROWNED FRUIT DOVE,SCARLET CROWNED FRUIT DOVE,99.53,True
/content/test/SCARLET CROWNED FRUIT DOVE/5.jpg,SCARLET CROWNED FRUIT DOVE,SCARLET CROWNED FRUIT DOVE,99.93,True
/content/test/SCARLET FACED LIOCICHLA/1.jpg,SCARLET FACED LIOCICHLA,SCARLET FACED LIOCICHLA,63.69,True
/content/test/SCARLET FACED LIOCICHLA/2.jpg,SCARLET FACED LIOCICHLA,SCARLET FACED LIOCICHLA,87.96,True
/content/test/SCARLET FACED LIOCICHLA/3.jpg,SCARLET FACED LIOCICHLA,SCARLET FACED LIOCICHLA,95.65,True
/content/test/SCARLET FACED LIOCICHLA/4.jpg,SCARLET FACED LIOCICHLA,SCARLET FACED LIOCICHLA,85.82,True
